-25.268018290172733,-57.59954758228888
-25.302116360941163,-57.61605831335226
-25.302620710506407,-57.61452180718396
-25.27207386992544,-57.60351425870896
-25.269582249347252,-57.60106322036296
-25.267789884682013,-57.599328571941335
-25.26995448403955,-57.60139660489178
-25.305915037590058,-57.55258652796489
-25.26810831818191,-57.59962405526049
-25.269210013513373,-57.60073218276707
-25.290652783795654,-57.54870967978181
-25.272520637683996,-57.60413771711685
-25.270122409440724,-57.60159146035083
-25.296450375680426,-57.550466258322835
-25.271135739101588,-57.60250055645411
-25.269689255008565,-57.60112980268881
-25.257224137441064,-57.54671520559976
-25.30120219833695,-57.55164977475852
-25.268931301448067,-57.600392945913356
-25.296405624036748,-57.615218382333346
-25.269037235735084,-57.600550403076944
-25.26851041143694,-57.60001378118592
-25.268200771698517,-57.599705892650114
-25.287583500877087,-57.54772702891825
-25.290297474861834,-57.54861897379241
-25.276307898609375,-57.61056743190152
-25.268144236254432,-57.599682408313896
-25.287214844383765,-57.547671191646046
-25.291339753704335,-57.54893400710485
-25.30562251556529,-57.60527594808406
-25.280149469630445,-57.54511995349603
-25.318162399810046,-57.568653268797014
-25.287406076937796,-57.61168323085172
-25.274699177813247,-57.54298737657581
-25.29994851226749,-57.61672846600873
-25.269752600806594,-57.60124466477696
-25.289239506916424,-57.6122920922981
-25.29271974455591,-57.54944435255826
-25.293387908458243,-57.549615035701
-25.29405000603523,-57.549876913950285
-25.299618278148994,-57.55127672695208
-25.295558079984943,-57.61478654668195
-25.288593669593894,-57.54803938002171
-25.270310951633316,-57.60174876488367
-25.2682403281038,-57.59975083465845
-25.268601045472643,-57.60009897133681
-25.269868095711026,-57.60129917716226
-25.268961761769507,-57.60045079605258
-25.269003137095424,-57.600496576251246
-25.269179553254258,-57.60067533845623
-25.272742505019384,-57.6044439142647
-25.304340878400733,-57.55225103108465
-25.261255518928355,-57.591355131598156
-25.25560546098445,-57.57092583414261
-25.301684756438746,-57.61762700602872
-25.284224901547095,-57.54671133955915
-25.286894690789254,-57.547432964160826
-25.288332496079178,-57.61193401739461
-25.26649218944923,-57.59819324204648
-25.271202722416003,-57.60261709492286
-25.289275194573626,-57.54829589385293
-25.271034798509472,-57.60244302658368
-25.27094598543056,-57.602347945787045
-25.269099228264853,-57.600576401984114
-25.271849879054074,-57.60321292306493
-25.268561792380765,-57.600049670738834
-25.26925866541392,-57.60077092216705
-25.268476009453206,-57.599964480587936
-25.270057851067175,-57.60147793936722
-25.27278735492111,-57.604565649513425
-25.3097407902594,-57.59303150794777
-25.272389704336096,-57.60392643312756
-25.28186196529249,-57.61109850928647
-25.26805542106044,-57.59959252429723
-25.26794962674836,-57.599526780161675
-25.26934020307352,-57.60087388195267
-25.271325492475945,-57.602665237061736
-25.29105350823938,-57.612986784432955
-25.294623228386182,-57.614504914735384
-25.271399752216528,-57.60277775221697
-25.292852931938715,-57.61371902749402
-25.268648788030326,-57.600134860889725
-25.293046551735184,-57.54950018983047
-25.26868682831187,-57.600192208114755
-25.273165015569326,-57.60507240181447
-25.268788983637883,-57.60026499304895
-25.291710216486234,-57.54904617076637
-25.2702263827088,-57.60165938378119
-25.267610737719274,-57.59915718581117
-25.267880670854524,-57.59939951285684
-25.27307104991111,-57.60497748865589
-25.271681956042997,-57.60304153693476
-25.282869673162683,-57.546170148702046
-25.295089827584626,-57.55013562087341
-25.28995186544473,-57.54852826780301
-25.289635356794253,-57.54835173112513
-25.279123769432932,-57.61044673249585
-25.270484940362756,-57.60193289150666
-25.298053737083116,-57.55100023867017
-25.26884248683003,-57.60030272662056
-25.2856189184121,-57.547080869039284
-25.272951031814102,-57.60475279362156
-25.297242359058863,-57.55080030372187
-25.268288373999955,-57.59979577666679
-25.288934432562524,-57.54815422589225
